Phone Number,Message,Received,Spam
QP-VCNOWA ,Received,IIM Calcutta announces admissions open for 0000 Year Advanced Programme in Data Sciences. IIM Calcutta is uniquely placed to train the next generation of data scientists with business and management acumen. APDS is superior to any online course with comprehensive coverage.Speak to Academic Advisor on 0000 or bit.ly/0000StowZP - Team VCNow.,1
QP-VCNOWB ,Received,Accelerate your career in Data Sciences with an advanced and industry-relevant curriculum. LAST FEW DAYS to apply for IIM Calcutta 0000 Year Advanced Programme in Data Sciences (APDS BATCH 0000). Speak to Academic Advisor on 0000 or bit.ly/0000StowZP - Team VCNow.,1
QP-VEENAB ,Received,"Gudi Padwa Offer
Book Fully Furnished 0000 BHK Premium Homes
at Andheri(E)
@ just Rs. 0000.0000 Cr. All Incl.
Rera Reg,
Show Flat Ready
Call: 0000
Veena",1
QP-VEENAB ,Received,"Gudi Padwa Super-Duper
On Spot Booking Offer
@Chembur
0000 BHK Rs 0000.0000Cr all incl.-Ready for Fit-outs;
0000BHK Rs 0000.0000 Cr all incl.
Rera Reg.
Call 0000
Veena",1
QP-VERTTN ,Received,"

Thane's most sought-after project with a European styled architecture present Grand 0000&0000 bed designer suites starting @0000.0000cr+ 0000 XR0000 The Verraton",1
TM-AXISBK ,Received,Your UPI ASPRESENTED mandate has been successfully created towards GOOGLE INDIA DIGITAL SERVICES PVT LTD from 0000-0000-0000 to 0000-0000-0000 for INR 0000.0000 - Axis Bank,0
TM-AXISBK ,Received,"Dear Customer, enjoy an Annual Fee waiver on your Axis Bank ACE Credit Card XX0000 on annual spends of INR 0000 by 0000-0000-0000. Visit axisbank.com/ccsoc for details.",1
TM-AxisBK ,Received,"PharmEasy has requested money from you on the Amazon App. On approving the request, INR 0000.0000 will be debited from your A/c. https://www.amazon.in/pndtxns - Axis Bank",0
TM-AxisBK ,Received,"Spent
Card no. XX0000
INR 0000
0000-0000-0000 0000:0000:0000
PAYTM WALLE
Avl Lmt INR 0000.0000
SMS BLOCK 0000 to 0000, if not you - Axis Bank",0
TM-BBDALY ,Received,"Dear Customer, Get Rs.0000 cashback on min. recharge of Rs.0000 today on bbdaily. Valid till 0000th Aug 0000 & get cashback within 0000hours. gpsh.in/NRWaxQlJvUY",0
TM-BBDALY ,Received,"Deal of the day! Get Bauli Savoriz Puffed Roll 0000pc at Rs.0000. Hurry! Offer for limited hours. Only at bbdaily.
Shop now:gpsh.in/HEFazTg0000QG0000",1
TM-BIGBKT ,Received,"Dear bigbasketeer, we miss your bigbasket orders. We have assigned you flat Rs 0000 off on your bbnow order. Now get essentials in just 0000-0000 mins! Know more https://u0000.mnge.co/Ko0000PRY",1
TM-BIGBKT ,Received,"Dear bigbasketeer, we miss your bigbasket orders. We have assigned you flat Rs 0000 off on your bbnow order. Now get essentials in just 0000-0000 mins! Know more https://u0000.mnge.co/0000mBjqNg",1
TM-BIGBKT ,Received,"Dear bigbasketeer, You are eligible for Flat 0000% off on bigbasket Supersaver app. Now get best sellers at half price! Update the app to use Supersaver https://u0000.mnge.co/wBXOV0000K",1
TM-BIGBKT ,Received,"Dear bigbasketeer, Flash Sale has started on bigbasket Supersaver best sellers. Add products to your cart now. Update the app to use Supersaver https://u0000.mnge.co/yE0000Yzw0000",1
TM-BIGBKT ,Received,"Dear , Aashirvaad atta and Pillsbury atta are heavily discounted on bb Supersaver! Save a min of Rs.0000 on your order on Supersaver. Update the bigbasket app to use Supersaver. https://u0000.mnge.co/L0000p0000KA",1
TM-BIGBKT ,Received,"Dear bigbasketeer, You are eligible for Flat 0000% off on bigbasket Supersaver. Hand-picked best sellers at half price today! Update the app to use Supersaver on bigbasket. Shop now https://u0000.mnge.co/D0000GxAw0000",1
TM-BIGBKT ,Received,"Dear bigbasketeer, Flash Sale has started on bigbasket Supersaver best sellers. Add products to your cart now. Update the app to use Supersaver https://u0000.mnge.co/0000QQ0000P0000",1
TM-BIGBKT ,Received,"Dear bigbasketeer, You are eligible to save Min. Rs.0000 on 0000+ products on bigbasket Supersaver. Update the app to use Supersaver on bigbasket. Shop now https://u0000.mnge.co/0000N0000WJ0000m",1
TM-BIGBKT ,Received,"Dear bigbasketeer, You are eligible for Flat 0000% off on bigbasket Supersaver. Hand-picked best sellers at half price today! Update the app to use Supersaver on bigbasket. Shop now https://u0000.mnge.co/E0000rzW",1
TM-BIGBKT ,Received,"Dear bigbasketeer, Flash Sale has started on bigbasket Supersaver best sellers. Add products to your cart now. Update the app to use Supersaver https://u0000.mnge.co/jppOX0000l",1
TM-BIGBKT ,Received,"bigbasketeer, highest number of items ordered on Bigbasket Supersaver was 0000 and highest saved was Rs.0000 i.e. 0000% off on MRP in Jan. Wholesale prices home delivered for free https://l.bigbasket.com/P0000Uu0000lGwwb",1
TM-BIGBKT ,Received,"bigbasketeer, highest order value on Bigbasket Supersaver was Rs.0000,0000 after saving 0000 on MRP in Jan. Wholesale prices home delivered for free https://u0000.mnge.co/glNprpD",1
TM-BIGBKT ,Received,"Dear bigbasketeer, Flash Sale has started on bigbasket Supersaver best sellers. Add products to your cart now. Update the app to use Supersaver https://u0000.mnge.co/yKQgym0000",1
TM-BIGBKT ,Received,"Dear , Aashirvaad atta and Pillsbury atta are heavily discounted on bb Supersaver! Save a min of Rs.0000 on your order on Supersaver. Update the bigbasket app to use Supersaver. https://u0000.mnge.co/Z0000wYv",1
TM-BIGBKT ,Received,"Dear bigbasketeer, You are eligible for Flat 0000% off on bigbasket Supersaver. Hand-picked best sellers at half price today! Update the app to use Supersaver on bigbasket. Shop now https://u0000.mnge.co/Z0000ZVkE0000",1
TM-BIGBKT ,Received,"Dear bigbasketeer, You are eligible to save Min. Rs.0000 on 0000+ products on bigbasket Supersaver. Update the app to use Supersaver on bigbasket. Shop now https://u0000.mnge.co/pJn0000MJy",1
TM-BIGBKT ,Received,"Hi bigbasketeer, in next 0000 hrs you can save up to 0000% off on these best sellers https://u0000.mnge.co/rLo0000Xk Flash sale ends at 0000:0000 AM on Bigbasket Supersaver.",1
TM-BIGBKT ,Received,"Dear bigbasketeer, it's raining savings! Get Min. 0000% off on all products inside on bigbasket Supersaver. Update the app to use Supersaver on bigbasket. Shop now https://u0000.mnge.co/0000g0000wDgk",1
TM-BIGBKT ,Received,"Dear bigbasketeer, now get Min. 0000% off on all products on bigbasket Supersaver. The offer expires on 0000th March. Shop now https://u0000.mnge.co/RQQDyDE",1
TM-BIGBKT ,Received,"Dear bigbasketeer, You are eligible for Flat 0000% off on bigbasket Supersaver. Hand-picked best sellers at half price today! Update the app to use Supersaver on bigbasket. Shop now https://u0000.mnge.co/0000AmExqG",1
TM-BIGBKT ,Received,"Dear bigbasketeer, Flash Sale has started on bigbasket Supersaver best sellers. Add products to your cart now. Update the app to use Supersaver https://u0000.mnge.co/EYBqzqk",1
TM-BIGBKT ,Received,"Dear bigbasketeer, You are eligible for Flat 0000% off on bigbasket Supersaver. Hand-picked best sellers at half price today! Update the app to use Supersaver on bigbasket. Shop now https://u0000.mnge.co/kYz0000zE",1
TM-BIGBKT ,Received,"Dear bigbasketeer, Big Indian Grocery Sale is live now. Get up to 0000% off on 0000,0000+ products. Shop now https://u0000.mnge.co/qO0000pAEy",1
TM-BIGBKT ,Received,"Hi Sandipan, in next 0000 hrs you can save up to 0000% off on these best sellers https://u0000.mnge.co/V0000PEG0000 Flash sale ends at 0000:0000 AM on Bigbasket Supersaver.",1
TM-BYJUEP ,Received,"Hi Aspirant, UGC NET Dec 0000 Result Out! Share now and win exciting rewards.
Click here www.gs.im/l/rs0000h0000CrM0000Xn
-BYJU'S Exam Prep",1
TM-DOCONN ,Received,CONFIRMED Sandipan Dutta's appointment for 0000th July 0000:0000 PM with Dr. Usha Rathi at Somani Health Clinic. For details: https://docon.app/Xxb0000zdpG  -DocOn,0
TM-DOCONN ,Received,CONFIRMED Sandipan Dutta's appointment for 0000th Oct 0000:0000 AM with Dr. Usha Rathi at Somani Health Clinic. For details: https://docon.app/0000U0000vtxAB  -DocOn,0
TM-DOCONN ,Received,Thank you for visiting  Dr. Usha Rathi ! View prescriptions and book appointment at https://docon.cc/0000FMEY -Docon,0
TM-DOCONN ,Received,Thank you for visiting  Dr. Usha Rathi ! View prescriptions and book appointment at https://docon.cc/gcUYt -Docon,0
TM-EATSRE ,Received,0000 SurePoints are about to expire in 0000 days. Too delicious to waste! Order your favourite food on EatSure today! bit.ly/esurep,1
TM-FLPKRT ,Received,"Dear Customer, You're 0000% Pre-approved for Credit Up to Rs.0000 Lakh + Rs.0000 OFF* on your 0000st Tnx. Activate Flipkart Pay Later Now> 

http://fkrt.it/g0000WnXYuuuN",1
TM-FLPKRT ,Received,"Dear Customer, You're 0000% Pre-qualified for Flipkart Axis Bank Credit Card. Enjoy 0000% Cashback on all txns. Apply in 0000 Seconds> 

http://fkrt.it/bMAmHiNNNN",1
TM-FLPKRT ,Received,"Hey, Did you know? You're 0000% Pre-approved for credit up to Rs.0000 Lakh with Flipkart Pay Later. Sign-up & get Rs.0000* Gift Card

http://fkrt.it/KeBsn0000uuuN",1
TM-FLPKRT ,Received,"Dear Customer, Exclusive Offer! Credit up to Rs.0000 Lakh* with Flipkart Pay Later. Sign-up & Get Rs.0000 Gift Card*. Limited Offer.

http://fkrt.it/ZIYDyYuuuN",1
TM-FLPKRT ,Received,"Dear Customer, Christmas Special Offer! Shop with Flipkart Axis Bank Credit Card & get Rs.0000* Gift Card. Apply in 0000 Secs.

http://fkrt.it/0000gX0000nFNNNN",1
TM-FLPKRT ,Received,"Dear Customer, New Year OFFER! Shop with Flipkart Axis Bank Credit Card & get 0000% Cashback + Rs.0000* Gift Card. Apply in 0000 Secs.

http://fkrt.it/LgsVZGuuuN",1
TM-FLPKRT ,Received,"Dear Customer, You're Pre-Approved for Credit Up to Rs.0000 Lakh* with Flipkart Pay Later. Sign-up & Get Rs.0000* Gift Card Now >

http://fkrt.it/a_E0000ruuuN",1
TM-housng ,Received,"Hi Sandipan,
Handpicked properties in Thane West @ 0000.0000k, as per your search preferences. Check https://u0000.mnge.co/q0000NvOy -Housing",1
TM-housng ,Received,"Hi Sandipan,
Handpicked properties in Thane West @ 0000.0000k, as per your search preferences. Check https://u0000.mnge.co/Qpm0000lnL -Housing",1
TM-housng ,Received,"Hi Sandipan,
Handpicked properties in Thane West @ 0000.0000k, as per your search preferences. Check https://u0000.mnge.co/EM0000RYPY -Housing",1
TM-housng ,Received,"Hi Sandipan,
Check out newly added properties in Thane West at https://u0000.mnge.co/RGOKY0000K matching your search -Housing.com",1
TM-housng ,Received,"Hi Sandipan,
Check out newly added properties in Thane West at https://u0000.mnge.co/MzLwrM0000 matching your search -Housing.com",1
TM-ITDCPC ,Received,"Dear Taxpayer, Your e-Filing account password has been changed successfully
- e-Filing, Income Tax Department",0
TM-MYTNEU ,Received,"Hi Sandipan! Welcome to Tata Neu. Now shop, travel, make payments, and earn rewards like never before. 
- Team Tata Neu",1
TM-MYTNEU ,Received,"Hi! 0000 is your OTP to log in to Tata Neu. The code is valid for just 0000 mins. It's great to have you back!

-Team Tata Neu

mytTjKEKMvy",0
TM-NABSKT ,Received,One Time Password (OTP) to verify your Nature's Basket account is 0000. This OTP will be valid for the next 0000 mins.,0
TM-NBComm ,Received,"Hi Sandipan Dutta!
Get extra income by renting out your vacant home
Skip the brokerage & list your property on NoBroker: https://u0000.mnge.co/V0000P0000vNA",1
TM-NBHome ,Received,"Hi Sandipan Dutta, We, at NoBroker, value your opinion. Please fill up this short survey & help us to improve our service - https://u0000.mnge.co/WJENBVv",1
TM-NBHome ,Received,Looking to buy property? Get end to end interior solutions for your new home at the lowest prices with NoBroker home interiors. Click https://u0000.mnge.co/mvJJyO0000,1
TM-NBHome ,Received,"Hey, give your home a makeover! Get up to 0000% off on 0000 star rated Interior services with NoBroker! Click https://u0000.mnge.co/0000VjX",1
TM-NBHome ,Received,"Hey, you chose our tenant plan. Dont miss out on our 0000-star rated cleaning services. Book your slot on NoBroker & get up to 0000% off https://u0000.mnge.co/KJg0000BnM",1
TM-NBHome ,Received,Hi Sandipan Dutta. We helped you with house hunting. How about a sanitised home? Book NoBroker Cleaning Services at up to 0000% OFF https://u0000.mnge.co/rPOXGLL,1
TM-NBHome ,Received,"Hi Sandipan Dutta, give your home a fresh start. Book NoBroker home cleaning service for amazing deals and discounts! https://u0000.mnge.co/Y0000xoNgn",1
TM-NOBRKR ,Received,"Hi Sandipan,
Call Sandeep (owner) at 0000 for a brokerage free 0000 BHK in Thane West (Rs 0000) Or get a Personal Assistant from NoBroker to find a home and arrange house visits for you.
Visit http://nobr.kr/sv/sgMdr or call 0000.
NoBroker",0
TM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Shiv Srushti Chs for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/0000Ly0000t0000 to view them and complete your property search at the earliest.
NoBroker",0
TM-PHEASY ,Received,"Hi Sandipan Dutta, Your PharmEasy order was just delivered. Happy with the delivery? Now you can thank and support our delivery partners in these tough times with a tip: pages.razorpay.com/paytip/?order_id=0000&phone=+0000",0
TM-PHEASY ,Received,"Your samples for PharmEasy order 0000 have been collected. Your reports will be ready by July 0000, 0000:0000 AM. Click https://peasy.in/Rating/BeQPJd to rate your experience",0
TM-PHEASY ,Received,All reports for your PharmEasy diagnostic order 0000 are now available. Click https://peasy.in/track/yab0000JS to view your reports. We have also sent the reports to your email. We hope to serve you again,0
TM-PHEASY ,Received,"Hi Sandipan Dutta, all your test reports are now available on PharmEasy. We thank you for choosing PharmEasy diagnostic services and hope to serve you again. Please share your feedback on https://peasy.in/feedback/PXEc0000",0
TM-PHEASY ,Received,"Order Placed:
Your PharmEasy order 0000 has been successfully placed. Track here: https://peasy.in/j_UMlv",0
TM-PHEASY ,Received,We have found some items in your PharmEasy order at a lower price! Reduced bill amount is Rs. {#0000.0000 #}. Refund will be issued once all shipments are delivered.,0
TM-PHRMSY ,Received,Max Savings! Get FLAT Rs.0000 OFF on Full Body Checkup. Code FLAT0000. Call us at 0000 or click here https://peasy.in/diag/PpiKB_ to book. *TC PharmEasy,1
TM-PHRMSY ,Received,"Hey Plus member, here's a free upgrade for you! Get 0000% Cashback + EXTRA 0000% Cashback upto Rs.0000 on ALL lab tests. Use code PLUS0000. *TC PharmEasy https://peasy.in/gOZHxl",1
TM-PHRMSY ,Received,Exclusive deal for you: Get Rs.0000 wallet money + FLAT 0000% OFF on medicines. Use code PTE0000 and order now! *TC PharmEasy https://peasy.in/vgXLTt,1
TM-PHRMSY ,Received,Introducing PharmEasy SurgiCare for your surgery needs. Get treatment from the best doctors and hospitals in your city. Know more: https://peasy.in/l_IKdM,1
TM-PHRMSY ,Received,Important message: Enjoy FLAT Rs.0000 OFF + FLAT 0000% OFF on medicines. Use code PEY0000 and order right away! *TC PharmEasy https://peasy.in/FhUECC,1
TM-PHRMSY ,Received,"Dear customer, get FLAT 0000% OFF on Diabetes related tests . Why wait, book now. Code GET0000. Call 0000 or tap https://peasy.in/mjCuPa *TC PharmEasy",1
TM-PHRMSY ,Received,"Dear customer, get FLAT 0000 OFF on Wellness Related tests. Why wait, book now. Code DOR0000. Call 0000 or tap https://peasy.in/cOqYYX *TC PharmEasy",1
TM-PHYWLA ,Received,"Dear Student,
 Thank you for being part of PW family. Tell us your about your college life, so we can help you better. - https://u0000.mnge.co/OlOY0000EG
 Thanks, Physics Wallah",1
TM-RZRPAY ,Received,"Your payment of Rs.0000 for the subscription to Coursera, Inc. is successful. Any recurring subscription payments will be automatically charged to your card from now - Razorpay",0
TM-SBIDCM ,Received,"Dear Customer, your e-mandate on SBI Debit card ending 0000 is active with the following details:
Merchant: Coursera
Description: Coursera, Inc.
Amount (Rs): 0000.0000
Frequency: As Presented
Start date: 0000/0000/0000
End date: 0000/0000/0000
SiHubId: WKJK0000OGYcr",0
TM-SHAADI ,Received,"Hi Sandipan D, 0000 members have visited your profile and may be interested in you. 
Click https://t.shaadi.com/0000/NY0000Ec to view",1
TM-SRVIFY ,Received,"0000 is your OTP for Servify. Do not share this OTP with anyone. Valid only for 0000 seconds.
- Servify",0
TM-ZEPTON ,Received,"Today only! Get a discount of upto 0000% on fruits & veggies. 

Don't miss this deal, Sandy! 

Zepto now: www.gs.im/l/H0000mZlh0000Phn0000",1
TM-ZEPTON ,Received,"Dear Customer, make use of the WEEKEND FRESH SALE! 

Save upto 0000% off + FLAT Rs.0000 off on using code FAST0000OO! Don't miss this!

Zepto now: www.gs.im/l/OGuJdM0000n0000tn",1
TM-ZEPTON ,Received,"Dear Customer, make use of this splendid deal!

Save flat Rs.0000 on your order by using code FAST0000OO! Don't miss this! 

Zepto now: www.gs.im/l/OW0000kKgLduu",1
TM-ZEPTON ,Received,"Dear Customer,

Flat Rs.0000 off Is No Joke!

Don't say no to this splendid deal. Use code FAST0000OO!

Zepto now : www.gs.im/l/gOLxQYaO0000h0000",1
TM-ZEPTON ,Received,"Dear Customer, make use of Super Saving Days! 

Save upto 0000% + get flat Rs.0000 off on using code FAST0000OO! 

Don't miss this! Zepto now: www.gs.im/l/AOmUUhOTAdn",1
TM-ZEPTON ,Received,"Dear Customer, 

Get FLAT Rs.0000 off on using code FAST0000OO! It's a deal you don't want to miss! Zepto now: www.gs.im/l/N0000r0000IbdYeP",1
TM-ZEPTON ,Received,"Sandy, FREE DELIVERY?

We're giving you free delivery on orders above Rs.0000 today! 

Zepto now: www.gs.im/l/BHUZDTdoR0000q",1
TM-ZEPTON ,Received,"Dear Customer,

We think you'd love upto Rs.0000 off on your order by using code NEW0000! 

Additionally, get FREE delivery on orders above Rs.0000!

Zepto now: www.gs.im/l/wpZUI0000yhCOH",1
TM-ZEPTON ,Received,"Dear Customer,

We think you'd love FREE delivery on orders above Rs.0000! Additionally, get FLAT Rs.0000 off by using the code ZEPTONOW!

Zepto Now: https://bit.ly/0000guLUIe",1
TM-ZEPTON ,Received,"Hey Sandy,
 
The items in your cart are waiting for you! Zepto now and get it delivered in 0000 mins.
 
Order now : www.gs.im/l/SzEjjhN0000GMv",1
TM-ZEPTON ,Received,"Hey Sandy,

The items in your cart are waiting for you! Zepto now and get it delivered in 0000 mins.

Order now : www.gs.im/l/LNn0000djEn0000Tx",1
TM-ZEPTON ,Received,"Hey Sandy,

The items in your cart are waiting for you! Zepto now and get it delivered in 0000 mins.

Order now : https://s.zepto.co.in/tC0000/cact",1
TM-ZEPTON ,Received,"Dear customer,
Ready to own an iPhone 0000?

Place a Zepto order over Rs.0000 to participate in our daily iPhone contest now https://bit.ly/0000By0000zt",1
TM-ZEPTON ,Received,"Dear customer,
Your next phone could be an iPhone 0000.Simply place a Zepto order over Rs.0000 and stand a chance to win! https://bit.ly/0000WgJz0000",1
TM-ZEPTON ,Received,"Dear customer,
Want to win an iPhone 0000?

Place a Zepto order over Rs.0000 to participate in our daily iPhone contest now https://bit.ly/0000WkGuQE",1
TX-APLOTF ,Received,"Dear Apollo Customer, Your one time password is 0000 and is valid for 0000 mins. oYNCuWtz0000V0000",0
